guid,entry name,English
f649ddab-6e4e-4b2b-80d8-7fe24888b365,Item_IT_125,Gloamgrass Bud
e59c9b95-e8cb-4921-a13c-0d6539a281a3,Item_IT_EXP_125,"A plant with healing properties.
Combine with Godbug essence
to unleash its true potential."
3cad1745-6b75-458a-98d8-e8d94cafd9e4,Item_IT_126,Might Seed
fdbe3e54-cec4-4338-b3f6-bdf11d174e9d,Item_IT_EXP_126,"Temporarily strengthens your
attacks when ingested by
improving energy flow."
e1293f97-30b6-4e80-bd5a-4c248016d796,Item_IT_127,Adamant Seed
bec3381b-7bd4-4ea8-8df2-61b8125f386b,Item_IT_EXP_127,"Temporarily raises your
defense when ingested by
hardening tissue."
0dfce1c1-1819-41f2-b3db-9218c1e1ec21,Item_IT_128,Nitroshroom
873aa4e8-e0a7-46b8-ab07-92ef87a997e5,Item_IT_EXP_128,"A hard-to-find mushroom with the
power to generate blazing heat.
Required to craft gunpowder."
ece9159b-24a7-45ec-bf78-5320dda783cf,Item_IT_129,Devil's Blight
80422b7d-6559-46ff-9263-d7fcf0aea27d,Item_IT_EXP_129,"A very rare fungus that pulses with
extreme heat. Add to a barrel bomb
for a dramatically stronger blast."
1e347ea7-f616-4624-a370-5d50fd76089d,Item_IT_130,Blastnut
88cf607b-30a1-452b-888b-a7305e009c52,Item_IT_EXP_130,"A nut that explodes its hard
contents on impact. Used to
make Sticky Ammo."
30c975b2-9847-4a8a-8759-84923f866e7e,Item_IT_131,Slashberry
8f9f3b4d-a1a4-48fb-97c5-88e2d578552c,Item_IT_EXP_131,"A berry that shatters into
razor-like pieces. Used
to make Slicing Ammo."
840ac69a-0114-448c-bc01-3162d21a9b3d,Item_IT_139,Rey Dau Scale
97d4d63d-938d-456a-a6f3-137d0309756b,Item_IT_EXP_139,"A Rey Dau scale. Its unique
shape allows electricity from
its organs to pass through."
42afedb7-a417-44ad-a89c-30826b39b449,Item_IT_140,Rey Dau Shell
80037403-fff1-4dc7-b6bb-1858a0314f7e,Item_IT_EXP_140,"The shell from a Rey Dau.
Highly conductive and capable of
producing large electrical currents."
55968324-aa00-45c6-b913-485619fd5be5,Item_IT_141,Rey Dau Thunderhorn
319d7e6f-d235-4f1d-91b8-9be41dca449e,Item_IT_EXP_141,"An electrically charged Rey Dau
horn. The thick, flexible muscle
at its base lets it move freely."
efec7ff4-9c5a-4ab3-8c88-0342c96a6a42,Item_IT_142,Rey Dau Wingtalon
6096fbbc-4ff2-449e-80aa-8d8d6f9100b1,Item_IT_EXP_142,"The claw-shaped energy conduit of
a Rey Dau. Coated in sharp fulgurite
blades formed by electric discharges."
38b6a7b7-e526-441a-a118-95aa6c0145ce,Item_IT_143,Rey Dau Tail
5aebb7de-bc2c-4da5-a9bc-48412a064bfc,Item_IT_EXP_143,"A Rey Dau tail. Its fulgurite-
covered spines rub together to
produce a threatening melody."
5568fb20-4180-4b73-ae87-1121e84f223a,Item_IT_144,Rey Dau Plate
3c5aa25b-8b64-46c5-b6ac-6a992b1353ff,Item_IT_EXP_144,"A Rey Dau plate. The backward-
facing scale accumulates
a massive amount of energy."
b286eee1-8abd-4db2-9f02-9ad4b4743d29,Item_IT_145,Tranq Blade
a19542fa-bf98-4ef3-85ac-0b1adef98856,Item_IT_EXP_145,"A knife coated with a tranquilizer
that can be shot from your Slinger
to put trapped monsters to sleep."
38058311-9721-4648-80af-99bf96eb0a8f,Item_IT_146,Poison Knife
2b50538e-1005-4ab9-be0e-82a9e8f6cf98,Item_IT_EXP_146,"A knife fired with the Slinger,
inflicting poison on a target.
Returned after quest completion."
42ddc11d-4c73-4744-af0e-0d4bafe21975,Item_IT_147,Paralysis Knife
86fc84ad-990a-42f4-ac17-0e82f7d5667b,Item_IT_EXP_147,"A knife fired with the Slinger,
inflicting paralysis on a target.
Returned after quest completion."
9778c6d9-8c69-46c1-aea1-d6bb02607420,Item_IT_148,Sleep Knife
b94746b2-8183-4c75-9539-4a3c91ddc11a,Item_IT_EXP_148,"A knife fired with the Slinger,
inflicting sleep on a target.
Returned after quest completion."
26985952-4b6c-445a-b868-4a408f915aa0,Item_IT_151,Smoke Bomb
245c1157-f9d2-4ac8-9679-658927122b1e,Item_IT_EXP_151,"Creates a large cloud of smoke when
thrown against the ground that can
hide you from a monster's sight."
f41cc95b-2f42-42dd-b9a0-d99100a76960,Item_IT_152,Powercharm
b8483b96-a974-4dbc-a743-dd9ba3534579,Item_IT_EXP_152,"An amulet that strengthens
attacks. Just carrying this
gives you demonic strength."
14916668-091f-4813-af1b-05f7dd57b3f9,Item_IT_153,Armorcharm
5e2a3fc2-2056-4f2a-84a5-960295d7afd5,Item_IT_EXP_153,"An amulet that increases
defense. Just carrying this
makes your skin stone hard."
3d6e9ddb-54bb-4a43-9e4b-9ae974e727a6,Item_IT_154,Wyvern Ammo
7e890dd8-f1f9-4045-82a2-acf27753871b,Item_IT_EXP_154,"Ammo created through years
of research into Wyvern's Fire.
Short ranged, but destructive."
113a886c-b2fd-486e-9c9d-52a3718be698,Item_IT_155,Grounding Pod
58e7d197-2210-4c0f-8cc0-c1fb2ca066d2,Item_IT_EXP_155,"Slinger ammo that can dissipate
electricity from the area it lands."
48c90e12-c934-42ee-ac32-c50aeeca0c66,Item_IT_156,Mystery Orb - Armor
d5478f3e-e7a8-4506-befb-143eeea682e4,Item_IT_EXP_156,"A sphere with faint power that
is revealed through appraisal.
Becomes a defensive decoration."
b2d2a923-31c3-4d91-b871-1d66893e4709,Item_IT_157,Glowing Orb - Armor
ce6158a2-01dc-4705-b13a-31b541fc390a,Item_IT_EXP_157,"A sphere with hidden power that
is revealed through appraisal.
Becomes a defensive decoration."
0bdbf440-d337-4dc3-97c9-d2adbda7c526,Item_IT_158,Ancient Orb - Armor
ae6cb477-3b35-4a64-8062-6e39e330ae0b,Item_IT_EXP_686,"A piece of a discarded, old
blade. Needs to be appraised."
a181feed-57a6-49f0-9017-003dc176f4f6,Item_IT_686,Old Weapon Shard - Blade
adcf98c6-28dd-4b7a-adb9-5fe5bde9b78e,Item_IT_EXP_158,"A sphere with incredible power that
is revealed through appraisal.
Becomes a defensive decoration."
ba4a6b65-d114-4d4b-9202-a0c80a1c2af9,Item_IT_159,Damaged Weapon Shard
4e4dee8a-636f-4fed-991b-ff7ce0aa47bb,Item_IT_EXP_159,"An old, damaged weapon part.
Needs to be appraised."
9260f1a6-ad66-45fa-9226-0e298333cef2,Item_IT_160,Rusted Weapon Shard
e34121f4-39f8-4946-b02f-21e751f06d5e,Item_IT_EXP_160,"An old, rusted weapon part.
Needs to be appraised."
663743f4-0c3f-4e7c-bfa3-2efe70ec9045,Item_IT_161,Ghillie Mantle
5b931838-6cbb-491a-8564-893e462c58cc,Item_IT_EXP_161,"Temporarily conceal yourself
from view. The effect ends if you
perform an attack or take damage."
e7bc11b2-9c68-47cf-b3a1-2fb1410d39d8,Item_IT_162,Fishing Rod
85d56681-610b-4fea-9b84-c4b12fac2c08,Item_IT_EXP_670,"A common wooden lure shaped
like a small fish. Good for any
kind of fish."
92975f60-7991-4739-b9bb-51ed64e3d330,Item_IT_670,Common Wood Minnow
7996dec6-5b0c-44c5-a934-a4188fad6c45,Item_IT_EXP_671,"A lure that looks like a shining
beetle. Good for catching gaudy
fish, like Goldenfish."
8654e52e-c8d7-4d73-b2ce-9ddfe4165a64,Item_IT_671,Golden Bughead
1bbba1be-4845-4c2a-8f8a-5e500c39a51d,Item_IT_EXP_672,"A lure with a blade made of ore.
Good for catching useful fish,
like Sushifish."
5a4970a9-a380-42c1-8e59-8633b1b8166f,Item_IT_672,Emerald Jitterbait
52022e4a-f573-4cd2-bec4-2dce3d118293,Item_IT_EXP_673,"A lure shaped like a Cephalos.
Good for catching large, swift
fish, like Gastronome Tuna."
cf07bf49-42ff-4ae8-a676-ef065d699f3f,Item_IT_673,Tuff Joint Bait
a011f669-97a0-463a-a3ae-89750d74f49d,Item_IT_EXP_674,"A lure shaped like a Starduster.
Good for catching fish that like
dark or muddy places, like Gajau."
3024719a-3866-46e3-b3ff-a9b7f72d7e25,Item_IT_674,Duster Rig
9d67df80-0622-471b-933c-fe217911b715,Item_IT_EXP_675,"A lure made with thorngrass.
Good for catching aquatic creatures
that have tentacles or feelers."
ce6d6f87-26ce-4c82-8d6b-ef7582d856bd,Item_IT_675,Tentacle Jig
93bc1270-b7df-4c1a-afb8-0defe5e3befb,Item_IT_EXP_162,"A tool for fishing. Cast the
lure into bodies of water and
use the reel to wind in the line."
94ecff47-bab2-4066-b9a2-a004ab1d3cef,Item_IT_163,Energy Drink
4fb11358-de6b-4e89-bfad-6d625e80f81c,Item_IT_EXP_163,"A Guild-approved beverage
that boosts your stamina.
Helps shake off sleep, too!"
540566ea-1c4c-45db-bf54-3e53e2a9f431,Item_IT_164,Dash Juice
2dac392f-d555-483a-92eb-4aefa652bf92,Item_IT_EXP_164,"Recovers stamina and also temporarily
reduces stamina depletion when
performing actions."
85e0b9fe-ef3e-45e9-b879-3cfa32dc9ba8,Item_IT_165,Immunizer
ae8264c6-2451-4bcd-944e-3c5f70de7d75,Item_IT_EXP_165,"Temporarily boosts your natural
ability to recover lost health."
ea7ba462-c401-4071-a977-b0e49f9c882c,Item_IT_166,Cool Drink
8d505fff-1a79-47ba-9160-e98b02773d3b,Item_IT_EXP_166,"Provides temporary relief
from extreme heat."
456a3b61-18a1-4102-959e-80120698d460,Item_IT_167,Hot Drink
602fa895-b2cc-4df8-84cf-a9e6cedbb590,Item_IT_EXP_167,"Provides temporary relief
from extreme cold."
938b0be1-9c4c-416b-912a-cf00803c403b,Item_IT_168,Demondrug
0964054f-988d-46d3-b869-5c028b9980cc,Item_IT_EXP_168,"Temporarily boosts your
attack power by filling
you with demonic strength."
e9d672b7-2991-4b3e-bca8-10e38bdebabc,Item_IT_169,Might Pill
d497701a-ae28-4f63-a930-7826b1c3480e,Item_IT_EXP_169,"Temporarily endows you with
the strength of a mighty god.
Potent!"
8e04691b-9271-4dfc-aa5b-d5da63e437e9,Item_IT_170,Mega Demondrug
571d517e-23e0-49b0-98a1-61e1fb66edfe,Item_IT_EXP_170,"Temporarily boosts your
attack power even more
than a regular Demondrug."
d48bf1b8-9f6a-4ff1-a28a-797979530a67,Item_IT_171,Armorskin
5ed68709-452d-4a8c-85ea-276dc966bd4b,Item_IT_EXP_171,"Temporarily boosts your
defense by turning your
skin as hard as rock."
a4c4a8ed-e96b-4ed0-853c-82cdad321474,Item_IT_172,Adamant Pill
d0cf76a5-47cd-4b39-b1f1-7db6a790da10,Item_IT_EXP_172,"Temporarily makes your skin
as hard as adamant. Potent!"
f16e2cd5-9d07-4346-88e6-2f4d932cb449,Item_IT_173,Mega Armorskin
5b79d49e-cd92-4dd4-8f1a-a5aedfe8bf01,Item_IT_EXP_173,"Temporarily boosts your
defense even more than
regular Armorskin."
82bb8b5e-8078-43b3-b843-b69bc0f69005,Item_IT_174,Herbal Medicine
4b4eb97f-67db-431c-806b-893f2bf1b7a6,Item_IT_EXP_174,"Removes all traces of poison
and restores a slight amount
of health."
1dd5e4e8-1dad-4b8c-821e-d3224f67041d,Item_IT_175,Herbal Powder
57922c8d-6b59-4b91-9ea4-0a16ec9df0f4,Item_IT_EXP_175,"Produces a cloud that cures
poison and heals you a bit."
07e1683a-7597-47c1-b1c5-c37e2dcb1852,Item_IT_176,Demon Powder
1a82e602-b6ae-42d5-974d-bdc9ffaffe33,Item_IT_EXP_176,"A mysterious powder that produces
a cloud around the area that
temporarily strengthens attacks."
6220633d-ff34-460f-8ad3-9b5e83c66cc7,Item_IT_177,Hardshell Powder
7df599d5-4ded-456e-b902-ce8f157288c8,Item_IT_EXP_177,"A mysterious powder; when
dispersed, temporarily
strengthens defense."
ec4b6da8-ffe5-455b-93f0-a833317ebbb9,Item_IT_178,Dust of Life
805c71df-e447-4816-a709-bd78bd5bbb5e,Item_IT_EXP_178,"Produces a cloud that restores
a large amount of health for you
and anyone nearby."
446625b6-99b7-4fbe-97d6-c9a6c64d26b3,Item_IT_179,Cleanser
3a2e2298-0294-4007-a177-246d053b0e26,Item_IT_EXP_179,"Immediately removes any frost
or webbing on your body."
952a48d0-bafa-4e36-97bc-c6db245788ca,Item_IT_180,Poison Smoke Bomb
7510fd87-2a3f-42ba-9b3c-cbe3dfab81c1,Item_IT_EXP_180,"Releases a cloud of toxic
mist when used. Also popular
as a household bug bomb."
3ce70654-88a9-4f81-9a90-97254387e5ca,Item_IT_181,Tranq Bomb
614a0bb3-b186-4026-aac2-faba3157e41d,Item_IT_EXP_181,"A hand grenade used to capture
monsters ensnared in traps. Can
be slammed against the ground."
93d7a34f-6358-411a-9b60-a13ea30b9889,Item_IT_182,Throwing Knife
e5c7b9fa-4e1a-48ca-b06d-bbe3a990923e,Item_IT_EXP_182,"A knife that can be equipped to
your Slinger. Can be coated with
a range of substances."
239a6f32-e687-45d0-8236-c1a64e375d10,Item_IT_183,Poison Pod
62d471ad-dc9c-4ee9-9c19-c5f48ec6336b,Item_IT_EXP_183,"Slinger ammo that inflicts 
poison on a target upon 
impact."
34a47ae7-6373-4b4c-90f2-6daac974848a,Item_IT_184,Para Pod
09c9d6bf-c62b-4816-8d1d-67004253df7f,Item_IT_EXP_184,"Slinger ammo that inflicts
paralysis on a target upon
impact."
5d8c153d-2668-415b-a35e-18aec9c1aee5,Item_IT_186,Drugged Meat
71df0274-fdfa-40e8-8644-cce3668f18dc,Item_IT_EXP_186,"Raw meat that puts whatever
eats it to sleep. Makes
great bait for traps."
31e89b8b-09a3-4545-9f47-71e5119f551c,Item_IT_188,Brightmoss
e272725b-bb0d-48d9-925c-cf54465e3d56,Item_IT_EXP_188,"Slinger ammo that illuminates
dark areas when fired and can
dazzle flying monsters."
007f885d-6d73-4607-802c-4a3ab8b24f53,Item_IT_189,Torch Pod
d236ec08-1507-48c0-9b7f-2a9d72425a90,Item_IT_EXP_189,"Slinger ammo that can be used
to scare away creatures that don't
like fire and draw in those that do."
82f0735d-ceba-4f2d-909e-fd7389b56a5a,Item_IT_190,Puddle Pod
108a8694-392f-4b80-801c-0df6c989cb91,Item_IT_EXP_190,"Slinger ammo imbued with water
element. Can remove some statuses
on monsters."
01efeb5b-f106-44e9-8479-591fa1b27529,Item_IT_191,Bomb Pod
ceb2e331-d27a-4e0e-87aa-705e009b5bb0,Item_IT_EXP_191,"Slinger ammo that explodes
on impact."
cd453826-0286-42fd-aa3b-204b3d6207ad,Item_IT_192,Piercing Pod
363f894e-6f5b-4819-b420-c56d933320a4,Item_IT_EXP_192,"Slinger ammo that deals piercing
damage on impact."
05489039-52c6-4fb3-ab8c-e168d1ca6bcb,Item_IT_195,Paint Pod
fef35ad8-ef78-49a8-ba66-6ceada71bd00,Item_IT_EXP_195,"Slinger ammo that makes a
monster or location temporarily
easier to find."
33aab718-b1ce-464e-bbd9-10fc29a68de3,Item_IT_196,Luring Pod
319bfa5b-666e-4969-acf2-d177125b0b1a,Item_IT_EXP_196,"Slinger ammo that can be used
to lure monsters toward yourself."
b6e1a8f1-2c3e-46b0-a3e7-9deb60d189d2,Item_IT_197,Mega Barrel Bomb
7df6ea08-3c82-437a-8aba-99f9c1517bcd,Item_IT_EXP_197,"An upgraded large barrel bomb.
Effective against large monsters.
Can be rolled after placement."
cbc32bb5-0abd-4c80-a110-0c1fbcfb58dd,Item_IT_198,First-aid Med+
d9c241ac-ba49-47f3-95e4-ec2422bbd92c,Item_IT_EXP_198,"Restores a moderate amount
of health. Returned after
quest completion."
274388b3-7ec7-4945-8928-315502823c61,Item_IT_199,EZ Max Potion
99f319c4-e41d-4bd2-b2e2-30f89c98ed0d,Item_IT_EXP_199,"Fully restores health and maximizes
the size of your Health Gauge.
Returned after quest completion."
4649a608-4bc3-4860-8f35-9dcb99fb363f,Item_IT_200,EZ Lifepowder
c3cfc38e-281a-4dc6-bf0b-b561c19b7b2b,Item_IT_EXP_200,"Produces a cloud that heals
you and anyone nearby.
Returned after quest completion."
907ffa04-6b2a-4a28-a748-649208303fc5,Item_IT_201,EZ Herbal Powder
9f48919e-8387-43be-90e7-d0f41380cae9,Item_IT_EXP_201,"Cures poison and restores a bit
of health for everyone nearby.
Returned after quest completion."
2603407a-3556-4e1f-8962-d13921ef81ad,Item_IT_202,EZ Demon Powder
a8814439-8ba8-4e8c-81a5-2e94b1e53bbd,Item_IT_EXP_202,"Temporarily strengthens attacks
for everyone nearby. Returned
after quest completion."
8f6a2df7-361a-418a-9030-f0d6d6826010,Item_IT_203,EZ Hardshell Powder
05b5c283-68cf-4546-94dc-0eb5e06014e3,Item_IT_EXP_203,"Temporarily increases defense
for everyone nearby. Returned
after quest completion."
5b9bb6ba-d707-45e3-a488-e6d1a80dddb7,Item_IT_204,EZ Dust of Life
d881787b-7953-4300-b933-4356fc4b66cd,Item_IT_EXP_204,"Releases a cloud that restores a
large amount of health. Returned
after quest completion."
942c1cdd-02c0-484d-95eb-ca70969aeb2c,Item_IT_205,EZ Tranq Bomb
ad25c224-9bd2-4a19-b051-139e49f9d798,Item_IT_EXP_205,"A hand grenade used to capture
monsters ensnared in traps.
Returned after quest completion."
5da49ca4-0e04-410a-91fb-dd728cdb1d67,Item_IT_206,EZ Dung Pod
e465cd49-a6c1-40bb-9c56-c797d0cde00d,Item_IT_EXP_206,"Releases a strong odor on impact.
Returned after quest completion."
fd1b1730-de49-43c6-8444-05d541f33ea0,Item_IT_207,EZ Sonic Bomb
4d40d298-fc95-44b7-bf55-8bbcce99fb43,Item_IT_EXP_207,"Slinger ammo that emits an
earsplitting sonic blast.
Returned after quest completion."
aa25063d-87a6-4179-b736-a0fba6b764b0,Item_IT_208,Tinged Meat
e2783e12-ac30-43ef-b625-1c62fc9b7f31,Item_IT_EXP_208,"Raw meat that paralyzes whatever
eats it. Makes great bait for traps."
5377f864-0147-4e1f-be34-7f4c1aa4df9f,Item_IT_209,EZ Large Barrel Bomb
db37fa4a-edfc-4da7-85bc-0be41bce17b9,Item_IT_EXP_209,"An improved large barrel bomb.
Can be rolled after being placed.
Returned after quest completion."
9ef27b20-8255-4b59-9b53-106f1f74339a,Item_IT_210,EZ Farcaster
90d28a6e-b4b9-40d7-a7f9-8699dd8be2ae,Item_IT_EXP_210,"Call for a wingdrake to transport
you to the nearest camp. Returned
after quest completion."
7d32ba6a-3990-44d6-b292-019be7e77002,Item_IT_211,Poisoned Meat
151ece93-c22f-4484-9933-18f41012639f,Item_IT_EXP_211,"Raw meat that poisons whatever
eats it. Makes great bait for traps."
89a94cec-9750-4ff6-bc36-2e6cd421939e,Item_IT_212,Deodorant
288594d4-7a65-4922-a1f1-0a8804eb1712,Item_IT_EXP_212,"Produces a cloud of cleansing
smoke that cures blastblight
and stench."
ddeb6711-cbf3-400d-9a6d-212cbee4ac36,Item_IT_213,Kunafa Cheese
ea43dfb1-fadc-43d2-8518-22ab8a8e9853,Item_IT_EXP_213,"An artisan cheese made in Kunafa,
deliciously gooey when heated,
and a great addition to any dish."
c50bb0fb-b5f3-4913-b536-664b30b0a474,Item_IT_214,Sharp Kunafa Cheese
469df4c7-dde4-4ae1-b875-e6f65a4d2c0d,Item_IT_EXP_214,"A rich, decadent cheese made
by skilled craftspeople. A great
addition to any dish."
eb4b5391-b52c-4322-9d4e-97846d299af1,Item_IT_215,Droolshroom
a88cda01-445a-4a51-b1c0-2015014b7352,Item_IT_EXP_215,"A mushroom that grows in a secret
spot known only to Wudwuds.
A great addition to any dish."
cd0e0968-6419-426c-8a72-20319079bdc0,Item_IT_216,Delishroom
eaaa88fd-1798-440f-8850-928c69fe2b46,Item_IT_EXP_216,"An extremely rare delicacy that is
cause for a Wudwud celebration.
A great addition to any dish."
6db17ab8-5665-479f-ae1a-a7b112df9054,Item_IT_217,Mud Shrimp
8c7ec4c9-866c-4862-936b-5f1344a8e48b,Item_IT_EXP_217,"A nutritious shrimp native to
Oilwell Basin and favored in Azuz.
A great addition to any dish."
f4833626-5e9b-4451-9434-b0503f713208,Item_IT_218,Turbid Shrimp
803f802b-705a-4628-a241-7aeb270a27f5,Item_IT_EXP_218,"A large, chewy shrimp packed
to the gills with nutrients.
A great addition to any dish."
8bc161a5-e16b-4cf4-9d2b-fddb1a4b3103,Item_IT_219,Fluffy Egg
a7773f90-7186-415e-bfb0-69beaa34bd04,Item_IT_EXP_219,"An egg with a yolk and white as
fluffy as the Downy Crake that
laid it. A great addition to any dish."
32a2eeed-3821-427b-812a-6def1fac09d5,Item_IT_220,Airy Egg
83a8ba19-d120-4723-b707-e5d2826b46d1,Item_IT_EXP_220,"A high-quality egg that sends
you straight to flavor heaven.
A great addition to any dish."
0a55ca37-ed9a-482a-bab3-34ebb5207b07,Item_IT_221,Sild Garlic
e83e863b-16cd-47a8-b4c8-902d65355ea4,Item_IT_EXP_221,"A highly nutritious and fragrant
bulb of garlic grown in Sild.
A great addition to any dish."
58d05931-c18f-4e10-84da-80930b6f835e,Item_IT_222,Specialty Sild Garlic
32e50fe5-aeb7-43c7-abf6-537e04f2eabd,Item_IT_EXP_222,"The ultimate bulb of garlic, grown
in just the right conditions.
A great addition to any dish."
e5863b90-f9b8-421a-a9f5-0f55e0749bac,Item_IT_223,Wild Herb
eeefe72f-dd71-485d-bb94-e42ec6a73e49,Item_IT_EXP_223,"This herb's refreshing aroma can
mask any foul odor. A great
finishing touch to any dish."
f2b4012c-72c3-4013-ba55-4c8acc7f065d,Item_IT_224,Eastern Honey
6a00979c-6e3c-47a5-a0a0-81483606c0a1,Item_IT_EXP_224,"Has a unique flavor, making it the
perfect secret ingredient. A great
finishing touch to any dish."
ec69fa33-9394-406b-b87f-579ee3998eff,Item_IT_225,Monster Chili
49bbd75e-91cd-4adc-ba7b-363062f2216d,Item_IT_EXP_225,"A powerful spice that enhances
flavor and sweat production. A
great finishing touch to any dish."
380964d7-32aa-4b02-914a-8b1cbc2d8d92,Item_IT_226,Jeweled Mullet Roe
bf21a393-6274-407a-8963-c8a25af72b03,Item_IT_EXP_226,"These fish eggs truly shine
like diamonds. A great
finishing touch to any dish."
77127c2f-e0e4-47b0-9338-8e17e54c270d,Item_IT_227,Wild Seed Oil
d013dd5c-335e-444f-9157-23a657817f3a,Item_IT_EXP_227,"Oil that packs both flavor and
the power of nature. A great
finishing touch to any dish."
44c29fad-6038-4fda-9b46-36387cdf98be,Item_IT_228,Truffle Du Conga
32512cff-6fde-4e01-b82d-a2f681f9dcb6,Item_IT_EXP_228,"Often dug up by its namesake,
Congalala. A great finishing
touch to any dish."
e70e528d-ab68-4fa8-931c-0076faae7ace,Item_IT_229,Sinister Cloth
0538405a-732b-4567-8fe4-3a196a540322,Item_IT_EXP_229,"Suspicious cloth found somewhere
in the Windward Plains. Drips with
an aura of pure evil."
af7f6788-815a-4718-b81f-8d38ac7bd4eb,Item_IT_230,Great Hornfly
1ac81b7c-3e7f-40da-b859-dd1c3b1cb100,Item_IT_EXP_230,"Found in the Scarlet Forest.
An insect with a giant horn,
huge shell, and butterfly wings."
34ab2f68-76cf-456b-84af-3f7aaeea1a07,Item_IT_231,Windward Aloe
539df5a4-3c17-42ad-ab3c-20e30e1419bd,Item_IT_EXP_231,"Found in the Windward Plains. The
water stored within its plump leaves
has saved many a parched traveler."
ed2a066a-a8d0-4e15-a7d7-fbc4bcc1bc34,Item_IT_232,Fine Windward Aloe
3e53095e-67a5-4ec7-b9ef-fe7c94133e97,Item_IT_EXP_232,"A rarity from the Windward Plains.
A single drop of its delicious sap
transforms water into ambrosia."
fa023b4e-db41-4e0f-8de2-0e1c7b1bd230,Item_IT_233,Great Windward Aloe
06dde14c-0847-441a-b3b4-0a837fa9b934,Item_IT_EXP_233,"A treasure of the Windward Plains.
Its leaves hold enough water to
fill a bath in the driest desert."
48aaccc9-c055-46fe-a830-b58a91301a56,Item_IT_234,Sandpepper
19554c89-c431-406d-871e-39dee33b9966,Item_IT_EXP_234,"Found in the Windward Plains.
This dried spice lends a rich and
aromatic heat to any dish."
37ee0b3b-5182-4419-870c-c6bfb9d3b5cb,Item_IT_235,Fiery Sandpepper
ece10177-ce07-463f-9d83-9238140ba83f,Item_IT_EXP_235,"A rarity from the Windward Plains.
A spice so hot that a single bite
opens the taster's third eye."
a133628a-5780-46ff-837f-a8ea1a75af95,Item_IT_236,Fulgurite Shard
b2d23f9a-65c8-40ba-811d-2634c0ff18c5,Item_IT_EXP_236,"Found in the Windward Plains.
The shape of this fulgurite was
sculpted by a chance lightning strike."
513c6060-3ac5-4387-ad40-857589ec2d27,Item_IT_237,Pure Fulgurite
18346a35-1156-4047-8c1b-f745fe619065,Item_IT_EXP_237,"A rarity from the Windward Plains.
Crystallized fulgurite, free of any
impurity. Extremely delicate."
cbb9c9b6-174a-4ebc-a734-8ab9f37840eb,Item_IT_238,Thundering Fulgurite
2e855fb0-ff02-4258-9cb2-99b67c4c626f,Item_IT_EXP_238,"A treasure of the Windward Plains.
A colossal fulgurite crystal, born
of a sky-splitting thunderstrike."
df1b7a00-9b3a-492e-b5a6-7922bd8b199b,Item_IT_239,Scarlet Amber Shard
a83cec46-b2f7-4a8f-866a-eafaf5a2d995,Item_IT_EXP_239,"Amber from the Scarlet Forest.
The bodies of fossilized insects
float in its scarlet confines."
d7006c88-af48-4ef8-b484-cdf2c326d4a9,Item_IT_240,Fine Scarlet Amber
33d7ca1a-5019-4f67-ae17-cefb5233138f,Item_IT_EXP_240,"Rare amber from the Scarlet Forest.
Immaculate insect specimens sleep
in this amber, red as fine liquor."
58f62714-03e7-4d41-b8b4-3a3a84af78dd,Item_IT_241,Eternal Scarlet Amber
7cf76f0b-05ca-48fa-9495-14d8cb4915b3,Item_IT_EXP_241,"Colossal amber from the Scarlet
Forest. Ancient life has been
sealed away inside it for eons."
3a89dc13-f750-4484-9523-c8bbac9bb5e8,Item_IT_242,Queensbloom Pollen
5753f18c-06c0-4a23-bd88-472f2995a63f,Item_IT_EXP_242,"Pollen from a giant flower in the
Scarlet Forest, as regal as it is
massive. Makes a heady perfume."
de6674a1-2622-4af1-b83a-c6bfed424a1b,Item_IT_243,Shiny Treasure
1d96871c-9c9d-4f2b-8742-b21c6b066bc5,Item_IT_EXP_243,"An ancient artifact Wudwuds
found in the Scarlet Forest.
Purely aesthetic in nature."
d02c2cbb-0ff6-40a6-a7d1-4fa981fcb99a,Item_IT_244,Sparkly Treasure
a4e16480-9803-4d6d-887e-79f02335f129,Item_IT_EXP_244,"A rarity of the Scarlet Forest. The
fine detail and lavish use of gold
show quite advanced techniques."
392c6010-133d-4452-a83e-94dc11aa1e8c,Item_IT_245,Bulky Treasure
d98e8b09-f05a-4535-b167-5abee5640773,Item_IT_EXP_245,"The sheer scale of this Scarlet
Forest rarity makes it the object
of obsession for all Wudwuds."
43e1d9b1-ec29-4d0d-8fcb-10c9fd41a0f6,Item_IT_246,Auric Oil
f902e932-9d63-45c4-b980-effe854b3b5a,Item_IT_EXP_246,"Exceptionally pure, golden
mineral oil from Oilwell Basin.
Used widely in Flameborn crafts."
2b2121fa-9be6-4813-b526-4270d00c6767,Item_IT_247,Antimite
9d250965-d38b-49a2-ab6c-b8b1eb9a9b73,Item_IT_EXP_247,"A mineral from Oilwell Basin
with a unique sheen. Used by the
Flameborn in alloy production."
8d701e13-15df-4d3d-8737-ea70d4c0fa7d,Item_IT_248,Fine Antimite
e83e8f80-87d9-418f-bf0b-ac42f0b7897b,Item_IT_EXP_248,"An Oilwell Basin rarity too pure
to be worked by any but the
Flameborn artisans."
df6b24e1-8de3-4ee4-974a-304d69f7c1fd,Item_IT_249,Antimite Mass
0b8c5c9b-009d-4b0c-ad76-955639a8fa92,Item_IT_EXP_249,"A hulking antimite formation that
produces strange reactions not yet
understood by science."
c61fabc1-e2aa-4c8b-9634-d0c31bb8414f,Item_IT_250,Hirabami Molting
